Link_Malicioso,Dominio,Malicioso
http://safe-link.co/44f88a67-e658-4a8b-bc46-e50635484c74,safe-link.co,0
http://dangerous-link.co/a31c78eb-c207-4116-9cd4-c57578730f5a,dangerous-link.co,1
http://dangerous-link.co/05f57275-f912-4ab1-ac4b-2b8579298d6b,dangerous-link.co,1
http://safe-link.co/cace005c-273d-498a-b5f4-cf0430bdc70d,safe-link.co,0
http://safe-link.co/10ee7144-f18d-400b-9f31-92e1717c89b5,safe-link.co,0
http://dangerous-link.co/137f397b-9e69-40e7-91f8-ae1fab125d00,dangerous-link.co,1
http://safe-link.co/d2252bf5-b499-48b6-91f0-44af02041a80,safe-link.co,0
http://safe-link.co/2b4de86b-9e0f-4f1a-9a96-8f8ca96bfe33,safe-link.co,0
http://safe-link.co/b662f17f-3f71-4ac4-a376-3fcb7b91ddda,safe-link.co,0
http://dangerous-link.co/1c71b2f9-b147-479e-892f-a14e98c6f496,dangerous-link.co,1
http://dangerous-link.co/92e41bd7-46d1-4c86-a9b5-74c5ff6e8494,dangerous-link.co,1
http://dangerous-link.co/14e06847-acdd-4fad-8718-23187770e5a3,dangerous-link.co,1
http://safe-link.co/59c97baf-e751-420c-b6da-818dde18d577,safe-link.co,0
http://safe-link.co/32c9f96d-78fe-4a13-b532-a85af2283b5f,safe-link.co,0
http://safe-link.co/4e64eb10-ec2d-4227-b3ae-655131f275fb,safe-link.co,0
http://safe-link.co/c354336a-fde5-4abe-b69c-943c4c21fa81,safe-link.co,0
http://dangerous-link.co/c450e9d9-dc25-458e-ad87-77e5ca78ea70,dangerous-link.co,1
http://safe-link.co/9a5dd1ad-fc99-4ad5-8197-4cb9ecf707ef,safe-link.co,0
http://safe-link.co/5da73399-180f-4ab5-8f4e-5730e778f5d7,safe-link.co,0
http://dangerous-link.co/02ec8973-4a61-4c82-9a06-81291813322d,dangerous-link.co,1
http://dangerous-link.co/06246969-4e94-4f78-863b-b895dfe95b05,dangerous-link.co,1
http://dangerous-link.co/396fb187-5dbd-4b80-84cc-86f914dc850c,dangerous-link.co,1
http://safe-link.co/08b12b7d-f526-49f4-afcf-ba6fcf7ebd11,safe-link.co,0
http://dangerous-link.co/62236ca7-2736-4e9b-839b-21da331f7913,dangerous-link.co,1
http://safe-link.co/b80a6551-417b-4e16-81ad-f83ca551ec02,safe-link.co,0
http://dangerous-link.co/31db3838-5441-4f9a-86e1-d46509fca44c,dangerous-link.co,1
http://dangerous-link.co/59bd4646-5de0-42b4-8cdb-0962c9f79f90,dangerous-link.co,1
http://dangerous-link.co/3eaabee7-05f5-4000-ae8e-c02e024d2ec1,dangerous-link.co,1
http://safe-link.co/be05941f-b6d8-418e-8679-a701ccb903eb,safe-link.co,0
http://dangerous-link.co/540d46cf-d3d6-42f2-8133-2a29448cf2c3,dangerous-link.co,1
http://dangerous-link.co/dbe8001e-73de-4ff0-8ed7-780f25811aa1,dangerous-link.co,1
http://dangerous-link.co/d58cb43f-6321-4ce2-91f5-c18efd2a67ba,dangerous-link.co,1
http://dangerous-link.co/6d9e9fa1-0a55-4afb-9bc3-da7a1177210e,dangerous-link.co,1
http://safe-link.co/d7756c55-548d-48c2-93d1-ab093b144088,safe-link.co,0
http://dangerous-link.co/57e28fda-60c4-400d-8992-f2b487fcd296,dangerous-link.co,1
http://dangerous-link.co/3dd18f0f-b31c-43a1-b97d-e400d1b23657,dangerous-link.co,1
http://dangerous-link.co/2b057462-3aea-472b-9897-81bd6b0b0c79,dangerous-link.co,1
http://safe-link.co/8ac65207-4d9c-49cc-b9ab-c238b56d3a4f,safe-link.co,0
http://safe-link.co/36768690-4b5a-4834-a543-a790afe05e69,safe-link.co,0
http://safe-link.co/8a17aa94-779d-45c2-86c4-6bc4b669743e,safe-link.co,0
http://safe-link.co/9fbdaf8a-ffa9-4047-a211-80ae42e3da87,safe-link.co,0
http://safe-link.co/ab2664b3-6f1f-4dd4-ad97-ad86ffa77930,safe-link.co,0
http://safe-link.co/73a0cbb5-bbb9-44e7-8fab-66677f521613,safe-link.co,0
http://safe-link.co/59dae262-afec-43f3-a944-6cf6112406c2,safe-link.co,0
http://dangerous-link.co/9382e4bf-8fc8-4c4c-94f2-3bab9573bc79,dangerous-link.co,1
http://safe-link.co/ab9cf872-927a-4717-945e-f2c422786d45,safe-link.co,0
http://safe-link.co/0e1eb984-9fae-4701-a318-7c32989cfe92,safe-link.co,0
http://dangerous-link.co/c7279afd-b976-4a03-af2a-816c70a5961e,dangerous-link.co,1
http://dangerous-link.co/e3499ed3-be2f-41da-ab87-d1dd59a3b3aa,dangerous-link.co,1
http://safe-link.co/f9248d70-7389-4266-9c7a-e5c634b6b389,safe-link.co,0
http://safe-link.co/9a1d246d-4a45-4ca7-9ebf-160f9745f734,safe-link.co,0
http://safe-link.co/01c9759b-647e-4e31-ac0c-e2a0efe60b86,safe-link.co,0
http://dangerous-link.co/1c4386cd-bea2-448e-b74a-85bbcaa66871,dangerous-link.co,1
http://safe-link.co/79175ebc-2700-4f14-8195-6cf54a9fb788,safe-link.co,0
http://dangerous-link.co/475fefdb-5567-4ca6-ad7e-e2a5e0b76bd7,dangerous-link.co,1
http://dangerous-link.co/761349dc-496b-4310-8dd4-d8c893232058,dangerous-link.co,1
http://safe-link.co/a6d48d3d-1a6d-4438-ae89-6c0caa1ebb3a,safe-link.co,0
http://safe-link.co/5236be94-b055-410f-9dbe-668609c590e5,safe-link.co,0
http://safe-link.co/3450bcfb-b744-44e1-a30b-133436976128,safe-link.co,0
http://safe-link.co/03a1da67-c62e-48f5-84c5-1fadd3ed726c,safe-link.co,0
http://dangerous-link.co/716fb9aa-a285-4209-b6d8-9b1a504f9449,dangerous-link.co,1
http://dangerous-link.co/89b82d48-3f17-4379-b99f-690ec5ca01e0,dangerous-link.co,1
http://safe-link.co/b5f2cbcf-f32f-4146-a7b8-a8b7f7a712d5,safe-link.co,0
http://dangerous-link.co/6b584414-87c8-48fc-9be6-6bc5d4816c25,dangerous-link.co,1
http://safe-link.co/def96c4e-d387-408d-8379-5ce0f9dbda99,safe-link.co,0
http://dangerous-link.co/0b332dae-c8dd-4bc5-a5e9-bdd2552f482c,dangerous-link.co,1
http://dangerous-link.co/7fa161d7-996d-4323-a176-813aa4903071,dangerous-link.co,1
http://dangerous-link.co/e844994b-db5d-41fd-8450-dc87e7288cb6,dangerous-link.co,1
http://safe-link.co/3ad9a134-08a5-4a22-9a25-ebbeb401b51f,safe-link.co,0
http://dangerous-link.co/798394a2-a8a7-4322-ad70-6493300b7f93,dangerous-link.co,1
http://dangerous-link.co/ac227c4e-4d56-4705-9764-801917bdfb87,dangerous-link.co,1
http://dangerous-link.co/a0a951a3-d23e-4d91-a19e-91cac7641ce8,dangerous-link.co,1
http://dangerous-link.co/7d648596-ce03-4f6c-9962-cfc57daa895a,dangerous-link.co,1
http://dangerous-link.co/689f691b-d8f7-47be-9dc2-79045384560e,dangerous-link.co,1
http://safe-link.co/0d059e97-ba10-408e-80c2-25f4957ea832,safe-link.co,0
http://dangerous-link.co/f09564d6-7943-4652-871c-c34942453952,dangerous-link.co,1
http://safe-link.co/43f54514-ece4-4379-a6dd-273096b1ebad,safe-link.co,0
http://dangerous-link.co/6a77f190-1c12-43c5-b23c-22fa3a37a46f,dangerous-link.co,1
http://dangerous-link.co/acd77bb8-89b8-44c7-86f5-7d245ad35c48,dangerous-link.co,1
http://dangerous-link.co/534e648b-c263-407c-b9c4-3974b929f28c,dangerous-link.co,1
http://dangerous-link.co/0a922dae-83ca-4dee-8d96-5924942c23de,dangerous-link.co,1
http://dangerous-link.co/c77f39bf-0a21-408f-b39a-a21b04527675,dangerous-link.co,1
http://dangerous-link.co/39e5877e-2436-4879-b72f-0a039e687aa7,dangerous-link.co,1
http://dangerous-link.co/d1bdb788-e778-4820-848d-561e63f5211b,dangerous-link.co,1
http://dangerous-link.co/d34c0727-978a-4541-a319-2f20c65daafa,dangerous-link.co,1
http://safe-link.co/b2e0e89c-4357-4fd8-b250-d9af7b2edd4b,safe-link.co,0
http://safe-link.co/6a2209b5-310c-4331-8c71-7804c2196069,safe-link.co,0
http://dangerous-link.co/ebbef45c-5501-4ca4-b478-0a6cae208464,dangerous-link.co,1
http://safe-link.co/dbb345f2-291c-4eb8-8953-2a8f7fa47995,safe-link.co,0
http://dangerous-link.co/e8ed797b-2b91-4e40-b389-e32d5597a359,dangerous-link.co,1
http://safe-link.co/6920ac26-34e3-491d-a327-d5f65dbd8d27,safe-link.co,0
http://dangerous-link.co/e27a79f8-71bd-4746-944c-bebe2bee9322,dangerous-link.co,1
http://safe-link.co/a78bbd2e-3f43-4224-80a1-89f1ea37bd81,safe-link.co,0
http://safe-link.co/d9f09607-e457-41a0-b2a3-746a94b95bd6,safe-link.co,0
http://safe-link.co/d08e5892-e079-434b-8281-72014fed5f2d,safe-link.co,0
http://safe-link.co/cacc81bd-b56f-4d97-a28f-0a7048b85c43,safe-link.co,0
http://dangerous-link.co/107ef4c1-0ca5-475d-a3a6-d5b00fcc3554,dangerous-link.co,1
http://safe-link.co/912f8213-d082-41d9-9fcd-c63aac6b1515,safe-link.co,0
http://dangerous-link.co/5ecaede7-0a48-4184-8dc1-30acb75d532a,dangerous-link.co,1
http://safe-link.co/8e6a53c2-e5a5-4998-841a-4599605c2bc0,safe-link.co,0
http://dangerous-link.co/3acd8437-dbd5-4d56-8271-5486fc405033,dangerous-link.co,1
http://safe-link.co/465f6eef-91a7-4ff8-9ca1-2c7abc50abc4,safe-link.co,0
http://safe-link.co/2785bc28-2b99-443d-98c9-b6571a310a6c,safe-link.co,0
http://safe-link.co/7e042de0-400c-4ca7-a942-3b19bce729f6,safe-link.co,0
http://safe-link.co/1db5589b-fe5f-40db-8378-05568bcb4b6d,safe-link.co,0
http://safe-link.co/4da0e8fb-5125-4fff-a120-ae8840b8db1f,safe-link.co,0
http://dangerous-link.co/cf2638e2-0f05-49b1-bd94-d2188e10868b,dangerous-link.co,1
http://safe-link.co/bd772261-0a79-458b-adfb-a74c1da12557,safe-link.co,0
http://dangerous-link.co/131ff6b8-90a1-4aa4-b3f2-eafd50e5ddd0,dangerous-link.co,1
http://dangerous-link.co/731df7b0-c5cc-49cf-ae14-8c8ca29b8247,dangerous-link.co,1
http://safe-link.co/4b50f904-ee15-4a2f-9024-fba55697bdee,safe-link.co,0
http://dangerous-link.co/e41f1207-ac8c-4b58-80cb-92abe11894c0,dangerous-link.co,1
http://dangerous-link.co/940d4b29-a068-47db-bf40-a464ea54ecea,dangerous-link.co,1
http://safe-link.co/d55b2045-377a-4a9c-abc8-935e13f58acc,safe-link.co,0
http://dangerous-link.co/f679d14e-8d3a-436e-944e-0fe141a1135d,dangerous-link.co,1
http://safe-link.co/a41c23c8-cb89-4bdf-9a9c-57d60ea5d0b2,safe-link.co,0
http://safe-link.co/3442be62-eef2-4cec-84fd-62a3a9bd8ed5,safe-link.co,0
http://safe-link.co/d9315375-f997-48ae-8f73-cdf0caaa0017,safe-link.co,0
http://dangerous-link.co/7488b911-8b19-4b6d-9536-cb703627fc68,dangerous-link.co,1
http://dangerous-link.co/b13c1bde-2a17-4a53-98af-e82f9a1e28fa,dangerous-link.co,1
http://dangerous-link.co/4a56dd15-04fd-491b-8917-d59c4d51a3b4,dangerous-link.co,1
http://dangerous-link.co/56a272ff-d3c2-4478-ab99-fff49f45b2bf,dangerous-link.co,1
http://safe-link.co/cfcd6cec-1311-41a6-ad7c-5e733f35db57,safe-link.co,0
http://safe-link.co/e43ae9e0-f04c-43e6-bb10-f432087cb0ef,safe-link.co,0
http://safe-link.co/bc331086-ae39-485c-ac79-7f5a7fd7483b,safe-link.co,0
http://safe-link.co/cf4764ed-6481-4a77-a6e3-db45af3fe738,safe-link.co,0
http://dangerous-link.co/56e263b0-9fe3-43ac-9bf9-572efcb4662c,dangerous-link.co,1
http://safe-link.co/cd39b676-f1ce-41d3-8502-6f106845394e,safe-link.co,0
http://dangerous-link.co/7792cfdb-aaea-48b5-bd58-eccc232e0859,dangerous-link.co,1
http://safe-link.co/2162212b-dac5-432a-988e-8cbc2f074aa8,safe-link.co,0
http://safe-link.co/207947cb-538a-4779-967d-9b946eea6d9c,safe-link.co,0
http://dangerous-link.co/ec9f09fe-8e6b-4505-bd9b-4531cdc3ff13,dangerous-link.co,1
http://dangerous-link.co/533f27a0-2580-458e-8c6a-62dc01254e77,dangerous-link.co,1
http://safe-link.co/0c7e14c9-0a02-4488-8eae-c900b53b7e45,safe-link.co,0
http://dangerous-link.co/ddd4bc89-117f-4b85-8667-2099715216dc,dangerous-link.co,1
http://safe-link.co/58098e53-c229-421a-ac1f-15539618b107,safe-link.co,0
http://dangerous-link.co/a0036a2b-fbad-4995-a370-09d6f1ea025a,dangerous-link.co,1
http://safe-link.co/c5359317-9621-4315-952b-9f8eeb07ec87,safe-link.co,0
http://dangerous-link.co/66474c49-1a64-4b1e-a7b0-f6e7dd62355b,dangerous-link.co,1
http://dangerous-link.co/0a67345b-7a1e-45e8-adfb-6c505d086a71,dangerous-link.co,1
http://safe-link.co/05ff8070-dc64-4eec-9f91-9e0342847f45,safe-link.co,0
http://safe-link.co/3e6b4ad5-5fec-47d6-a712-21dc0700c65a,safe-link.co,0
http://safe-link.co/7689ff08-7eb6-48a7-845d-3b7f030539f6,safe-link.co,0
http://dangerous-link.co/be3e580c-ca7d-499c-82ee-c5641c3c121e,dangerous-link.co,1
http://safe-link.co/0bf247d8-6015-4371-8b87-67c40eea312f,safe-link.co,0
http://safe-link.co/8316c1d7-5690-433a-8666-975529e5063b,safe-link.co,0
http://safe-link.co/72530f03-ecbc-4533-9c31-ec56aab7ced9,safe-link.co,0
http://dangerous-link.co/1c2ec773-fed0-482d-a255-d3c22b817195,dangerous-link.co,1
http://dangerous-link.co/00f81e5d-f3e1-4b5b-9e30-2dc90e7edf69,dangerous-link.co,1
http://dangerous-link.co/3f535e64-786f-4e44-a564-d9a30aa14bf4,dangerous-link.co,1
http://dangerous-link.co/980edc08-da71-4daf-96c2-6b75d7211413,dangerous-link.co,1
http://safe-link.co/35991356-2255-4265-b3ee-7d87665dc24e,safe-link.co,0
http://dangerous-link.co/37811ec6-4058-47cb-8bc4-3baf220bf0e2,dangerous-link.co,1
http://safe-link.co/f5e35249-a0ae-46c2-8a35-10ca82ab38a7,safe-link.co,0
http://dangerous-link.co/a44720c8-e64d-4c20-8375-23c2b6d1689a,dangerous-link.co,1
http://safe-link.co/53a8fcc7-cca5-48cd-bf0e-29a5c7075b94,safe-link.co,0
http://safe-link.co/300e3cbc-0616-47b7-bc1c-f968191f05a5,safe-link.co,0
http://dangerous-link.co/fb6167b2-7411-43d0-aaf5-94744870272c,dangerous-link.co,1
http://dangerous-link.co/a23f1685-2b51-487b-9f2c-0b93701b3e1a,dangerous-link.co,1
http://safe-link.co/1ac7f17d-1d83-4fe9-9167-fea65ae9d6ae,safe-link.co,0
http://dangerous-link.co/30f266b0-de0e-42a8-bd2a-e115fdabe4aa,dangerous-link.co,1
http://safe-link.co/89db70bf-a0fe-4c3a-aaed-66102bbc96d1,safe-link.co,0
http://dangerous-link.co/7391c7d9-927a-4462-9b41-bea9380ce63c,dangerous-link.co,1
http://safe-link.co/a0a39cb3-21f5-4e5e-bb2d-3f1f011d3519,safe-link.co,0
http://dangerous-link.co/0962c7b4-96e6-46e4-9b2b-9a87de3de9ac,dangerous-link.co,1
http://safe-link.co/ba377cd7-925e-47cb-a0af-9ea31221651b,safe-link.co,0
http://dangerous-link.co/32ffdb78-97a8-4e29-a254-7ff406b74ff3,dangerous-link.co,1
http://dangerous-link.co/77ab0041-51b6-4f6b-9a5c-e25811ec8085,dangerous-link.co,1
http://safe-link.co/564dbfb1-2f5d-4092-a48f-426b4475be7a,safe-link.co,0
http://safe-link.co/c1002002-39e5-44ad-9015-d596907cba39,safe-link.co,0
http://dangerous-link.co/99ed598e-5f5b-43b0-8350-7bc4eb6ef09b,dangerous-link.co,1
http://dangerous-link.co/d66a1f65-0a9e-4f93-9a0c-0dd56027e8cf,dangerous-link.co,1
http://safe-link.co/6d45b9ed-c2ea-4a51-b25e-0cd83d282e89,safe-link.co,0
http://dangerous-link.co/bcbaade4-ffc0-4fb4-8ca8-f0c214c10a68,dangerous-link.co,1
http://safe-link.co/9d279cfd-c764-4c4c-94b5-367f3cd97e93,safe-link.co,0
http://safe-link.co/2119ec32-f4a6-40a3-8ec5-2375ed68c5d4,safe-link.co,0
http://safe-link.co/54b72b52-fae9-4f22-a9bf-d34edd2f5afd,safe-link.co,0
http://dangerous-link.co/decba4a9-dea6-4138-be09-ef25972e8344,dangerous-link.co,1
http://safe-link.co/e5a80c72-bcf2-4bd7-9759-c238b4177683,safe-link.co,0
http://dangerous-link.co/088ec4cb-4100-444c-bddf-fcd4fcaaab7a,dangerous-link.co,1
http://safe-link.co/25f09924-b307-466c-b2c4-5ea3444209c0,safe-link.co,0
http://dangerous-link.co/56ca2cca-64ac-4af9-9eb1-2e8cee0f8959,dangerous-link.co,1
http://safe-link.co/c8f78396-102e-46f0-9ad9-44290f191fea,safe-link.co,0
http://dangerous-link.co/790f7802-6969-46ba-903c-4202813c67ae,dangerous-link.co,1
http://dangerous-link.co/49d916ba-82f6-438b-b628-2077bad1f7fd,dangerous-link.co,1
http://dangerous-link.co/556ab476-eb3c-4f25-843a-a43e75972bb3,dangerous-link.co,1
http://dangerous-link.co/50aaf249-7e42-4e48-828b-d51cab1e0803,dangerous-link.co,1
http://dangerous-link.co/00b2b71b-84dc-493b-98a1-19ff49932ddd,dangerous-link.co,1
http://dangerous-link.co/1bf72bbd-8503-4ded-96ed-244d11a37299,dangerous-link.co,1
http://safe-link.co/9a67f99a-0095-457c-8772-e3888d7a425b,safe-link.co,0
http://dangerous-link.co/21075e32-371b-4494-badb-531b83305907,dangerous-link.co,1
http://dangerous-link.co/0d0f56e8-5119-4880-b851-3f2c289c3894,dangerous-link.co,1
http://dangerous-link.co/0611db1d-9b7e-42fe-a419-56ffb80534ab,dangerous-link.co,1
http://dangerous-link.co/8ec05a8d-2e68-4d19-b32e-e074d69ec3d6,dangerous-link.co,1
http://dangerous-link.co/1296299e-4eed-42fb-98b4-3f8a0d8a583b,dangerous-link.co,1
http://safe-link.co/1f45183d-3ab2-4e68-b7d1-b27128d3b0ee,safe-link.co,0
http://safe-link.co/788281b3-42e7-463e-858c-cab3cb196992,safe-link.co,0
http://dangerous-link.co/01322e7e-10b7-4da6-a04c-1f2de9b60ad1,dangerous-link.co,1
http://dangerous-link.co/bf8a655f-a8ce-4e44-8872-8eae20874c76,dangerous-link.co,1
http://safe-link.co/66a2b9a2-178f-4a22-8039-36f5d6dbda23,safe-link.co,0
http://safe-link.co/a57c600f-02d3-4d82-8c15-34ce0889e74f,safe-link.co,0
http://safe-link.co/ab448a6a-3d20-4e70-b1b1-45657e2fb644,safe-link.co,0
http://safe-link.co/b56e7f42-db4a-47dd-8874-f4fc172f5a0d,safe-link.co,0
http://safe-link.co/b18f2c96-eadf-41f6-8b55-f51471aa7ad4,safe-link.co,0
http://dangerous-link.co/74a8d0a8-da59-4fa2-bc0b-a41e71d4a4d6,dangerous-link.co,1
http://safe-link.co/4e19e577-994f-4455-9df3-0bc2795e665b,safe-link.co,0
http://dangerous-link.co/cf7f9bfe-4511-4268-a3ca-1e9ad91790e5,dangerous-link.co,1
http://dangerous-link.co/4171801c-b972-4198-8a3b-c41f38c7203d,dangerous-link.co,1
http://dangerous-link.co/d6595ef5-2cde-41f9-b1b8-8b8485abac50,dangerous-link.co,1
http://safe-link.co/480f8c48-3f0a-4e29-af22-6571e65e2b62,safe-link.co,0
http://dangerous-link.co/b4983bf2-963d-45c9-9051-73442cf2993c,dangerous-link.co,1
http://safe-link.co/edd76ebd-1b8f-4cb6-8be0-eb11cf257cbf,safe-link.co,0
http://dangerous-link.co/8b4d43ba-e578-4cb7-993c-8d456c44a8cd,dangerous-link.co,1
http://safe-link.co/925f37ec-bcab-406f-9755-0aeb3b306c93,safe-link.co,0
http://dangerous-link.co/db85769c-0cce-4110-9f03-1108cc84c409,dangerous-link.co,1
http://safe-link.co/265955ab-01be-45a7-888c-7784e9f8677c,safe-link.co,0
http://safe-link.co/2422ce60-03d4-4097-83e2-10af89be4ed5,safe-link.co,0
http://dangerous-link.co/26240ee5-0fa1-4e26-81d4-45b634c8e939,dangerous-link.co,1
http://dangerous-link.co/c797f588-10f8-4e48-baf7-1c9e0006b70b,dangerous-link.co,1
http://safe-link.co/2647320d-eead-4641-a177-1a3ef08650f0,safe-link.co,0
http://safe-link.co/6b2a0006-c655-455e-91d5-518f49dc00da,safe-link.co,0
http://safe-link.co/22f5a96d-db6d-4edb-bbf4-a31140f3cff8,safe-link.co,0
http://safe-link.co/7a5e7f07-4da2-4586-9eb2-3fab607b9a95,safe-link.co,0
http://dangerous-link.co/43e73c56-8ddf-42ad-a56e-2a4ffbae8b1c,dangerous-link.co,1
http://dangerous-link.co/e2271669-a57b-448c-88cd-9f642910b1a4,dangerous-link.co,1
http://safe-link.co/7f3eecfc-467f-48cf-80f2-18512d0f88cf,safe-link.co,0
http://safe-link.co/97c4b4e0-7f6c-4e8d-9aae-a6ff42299d42,safe-link.co,0
http://dangerous-link.co/f3726800-8335-45dc-9bfc-cde21ef43844,dangerous-link.co,1
http://dangerous-link.co/73db934f-99a8-4bd8-9bea-0ae4e4a761cc,dangerous-link.co,1
http://safe-link.co/9854ec41-bef1-4c48-b22f-a0bd8786ee01,safe-link.co,0
http://dangerous-link.co/70089e7f-1af6-4771-9b88-2ecb91adb7a5,dangerous-link.co,1
http://dangerous-link.co/31933c57-bed7-451b-b922-a541ac938c44,dangerous-link.co,1
http://safe-link.co/5a2c5cce-9ccd-4073-bf61-26ccb9189722,safe-link.co,0
http://safe-link.co/7ba5f5bb-4502-4bc2-87de-abebfe1bcbd8,safe-link.co,0
http://dangerous-link.co/4a0e0aba-0047-4950-8bc8-71659ab1c8a6,dangerous-link.co,1
http://safe-link.co/537a92ef-4497-4fd6-814b-13acec9cc8da,safe-link.co,0
http://dangerous-link.co/cf046edf-972c-4a1d-af3d-1a640aef31e1,dangerous-link.co,1
http://safe-link.co/1d50aaba-b94f-4e07-a66c-b0af4d1e2734,safe-link.co,0
http://dangerous-link.co/6a0242f6-72bd-45f7-9108-fbc7cc7add62,dangerous-link.co,1
http://dangerous-link.co/32178764-ee85-4251-8c1e-cca547233625,dangerous-link.co,1
http://safe-link.co/aab91ca1-d5aa-40a4-8932-d2160ff02880,safe-link.co,0
http://safe-link.co/ca68038b-5d74-4843-a691-9df4c451e866,safe-link.co,0
http://safe-link.co/88d92141-ae8b-4510-ac4b-0a816472e8eb,safe-link.co,0
http://safe-link.co/7dc98076-00a6-4ef8-9458-93931021fe1f,safe-link.co,0
http://dangerous-link.co/8539b80f-79ac-4fe4-a09f-86d18a404fcb,dangerous-link.co,1
http://safe-link.co/f924bac8-b4be-4603-baba-8a1d1d506098,safe-link.co,0
http://dangerous-link.co/bc29392b-3454-4ce2-8f46-296c2d146307,dangerous-link.co,1
http://dangerous-link.co/f4553d3e-ab6b-4479-9bed-aa6df6756539,dangerous-link.co,1
http://safe-link.co/7920ec46-dd6e-409d-9802-cef34e708e15,safe-link.co,0
http://safe-link.co/bfe6c1bb-9094-4a4e-b919-9c642810dcb8,safe-link.co,0
http://safe-link.co/e3406556-ed62-48d1-be6b-acdb646a819e,safe-link.co,0
http://safe-link.co/860a7910-f0f7-4bd6-b867-0981b94ab2ff,safe-link.co,0
http://safe-link.co/8f6c19cd-830d-4663-996f-60937f7b7f19,safe-link.co,0
http://safe-link.co/1aa14e32-0a07-4e33-a933-3aca979d5d5e,safe-link.co,0
http://dangerous-link.co/d94f51d4-aefb-46bb-91e2-d3010d632402,dangerous-link.co,1
http://safe-link.co/b356184f-f037-40da-a3e0-0501ecfa48d0,safe-link.co,0
http://safe-link.co/9b21bade-4411-450a-9c2f-5b75fd2a3d76,safe-link.co,0
http://dangerous-link.co/bcbdf295-12dd-41ce-91c7-3a940a872628,dangerous-link.co,1
http://dangerous-link.co/9fa3512d-5c2c-4068-800f-09e4c4aa6094,dangerous-link.co,1
http://dangerous-link.co/0cfeab64-2b39-4c6a-a9b6-68161d72cfa8,dangerous-link.co,1
http://safe-link.co/05915282-4a9e-4146-93aa-deac07611ef2,safe-link.co,0
http://dangerous-link.co/666565d3-a46a-4211-ac3d-8874502886f1,dangerous-link.co,1
http://safe-link.co/92264ea6-a21b-4fed-882c-fb9253ada0ec,safe-link.co,0
http://safe-link.co/4df55686-02a6-4bb4-9295-c528f5794a7f,safe-link.co,0
http://dangerous-link.co/54a3574a-e324-4e5b-8a70-de47c777bde7,dangerous-link.co,1
http://dangerous-link.co/6b7b8389-cd17-417a-9da4-b97b984f0064,dangerous-link.co,1
http://safe-link.co/e69d96df-e292-4236-aa90-178af4c3ca5d,safe-link.co,0
http://safe-link.co/ea05db7e-93e5-4114-ad14-3cf72d579dc6,safe-link.co,0
http://dangerous-link.co/d36e327e-7516-4462-83e5-e26beef86d83,dangerous-link.co,1
http://dangerous-link.co/4167cead-c047-446f-84a2-2bc249881d6e,dangerous-link.co,1
http://dangerous-link.co/5b460c42-096d-44fa-a729-069d7d203bd2,dangerous-link.co,1
http://safe-link.co/413e38db-c058-480b-b0ae-242566d57599,safe-link.co,0
http://dangerous-link.co/a95b8eb4-eead-4a9b-90d5-3b9ac41c299f,dangerous-link.co,1
